no,name,name_raw,price_jpy,price_raw,tax_note,status,url,post_id,post_title,post_date,item_index,items_in_post,name_context
96,ドゥーツ オマージュ ア ウィリアムドゥーツ ミュルテ 15,ドゥーツ　オマージュ　ア　ウィリアムドゥーツ　ミュルテ　１５,19800,￥１９，８００(税込),税込,,http://charme-du-vin.com/2025/11/41393/,41393,ドゥーツ　オマージュ　ア　ウィリアムドゥーツ　ミュルテ　１５,2025-11-04,1,1,
97,ボランジェ R.D 02,ボランジェ　R．D　０２,46200,￥４６，２００(税込),税込,,http://charme-du-vin.com/2025/11/41388/,41388,ボランジェ　R．D　０２/０７,2025-11-04,1,2,
98,ボランジェ R.D 07,ボランジェ　R．D　０７,37400,￥３７，４００(税込),税込,,http://charme-du-vin.com/2025/11/41388/,41388,ボランジェ　R．D　０２/０７,2025-11-04,2,2,
99,レア シャンパーニュ ミレジム 13,レア　シャンパーニュ　ミレジム　１３,24200,￥２４，２００(税込),税込,,http://charme-du-vin.com/2025/11/41366/,41366,レア　シャンパーニュ　ミレジム　１３,2025-11-01,1,1,
100,ジェロームプレヴォー ラ クロズリー EXブリュ,ジェロームプレヴォー　ラ　クロズリー　ＥＸブリュ,42900,￥４２，９００(税込),税込,,http://charme-du-vin.com/2025/11/41355/,41355,ジェロームプレヴォー　ラ　クロズリー　ＥＸブリュ,2025-11-01,1,1,
101,ビルカールサルモン キュヴェ ニコラフランソワ 08,ビルカールサルモン　キュヴェ　ニコラフランソワ　０８,35200,￥３５，２００(税込),税込,,http://charme-du-vin.com/2025/10/41222/,41222,ビルカールサルモン　キュヴェ　ニコラフランソワ　０８/ジャクソン　キュヴェ　７４２　デゴルジュマンタルディフ,2025-10-18,1,2,
102,ジャクソン キュヴェ 742 デゴルジュマンタルディフ,ジャクソン　キュヴェ　７４２　デゴルジュマンタルディフ,27500,￥２７，５００(税込),税込,,http://charme-du-vin.com/2025/10/41222/,41222,ビルカールサルモン　キュヴェ　ニコラフランソワ　０８/ジャクソン　キュヴェ　７４２　デゴルジュマンタルディフ,2025-10-18,2,2,
103,ジェロームプレヴォー ラクロズリー ファクシミル EXブリュ ロゼ,ジェロームプレヴォー　ラクロズリー　ファクシミル　ＥＸブリュ　ロゼ,143000,￥１４３，０００(税込),税込,,http://charme-du-vin.com/2025/10/41212/,41212,ジェロームプレヴォー　ラクロズリー　ファクシミル　ＥＸブリュ　ロゼ/ボランジェ　グランダネ　０４,2025-10-18,1,2,
104,ボランジェ グランダネ 04,ボランジェ　グランダネ　０４,34100,￥３４，１００(税込),税込,,http://charme-du-vin.com/2025/10/41212/,41212,ジェロームプレヴォー　ラクロズリー　ファクシミル　ＥＸブリュ　ロゼ/ボランジェ　グランダネ　０４,2025-10-18,2,2,
105,サロン 2007 750ml,サロン　２００７　７５０ｍｌ,176000,￥１７６，０００(税込),税込,,http://charme-du-vin.com/2025/10/41164/,41164,サロン　２００７　７５０ｍｌ,2025-10-10,1,1,
106,アヤラ ブリュット マジュール,アヤラ　ブリュット　マジュール,5830,￥５，８３０(税込),税込,,http://charme-du-vin.com/2025/10/41139/,41139,アヤラ　ブリュット　マジュール/ロゼ　マジュール,2025-10-09,1,2,
107,アヤラ ブリュット ロゼ マジュール,アヤラ　ブリュット　ロゼ　マジュール,7260,￥７，２６０(税込),税込,,http://charme-du-vin.com/2025/10/41139/,41139,アヤラ　ブリュット　マジュール/ロゼ　マジュール,2025-10-09,2,2,
108,ティエノ ブリュット ヴィンテージ 12 ※旧ラベル,ティエノ　ブリュット　ヴィンテージ　１２　※旧ラベル,9350,￥９．３５０(税込),税込,,http://charme-du-vin.com/2025/10/41084/,41084,ティエノ　ブリュット　ヴィンテージ　１２　※旧ラベル/ロゼ　※旧ラベル,2025-10-03,1,2,
109,ティエノ ブリュット ロゼ ※旧ラベル,ティエノ　ブリュット　ロゼ　※旧ラベル,7700,￥７，７００(税込),税込,,http://charme-du-vin.com/2025/10/41084/,41084,ティエノ　ブリュット　ヴィンテージ　１２　※旧ラベル/ロゼ　※旧ラベル,2025-10-03,2,2,
110,パルメ ブリュットレゼルヴ,パルメ　ブリュットレゼルヴ,5390,￥５，３９０(税込),税込,,http://charme-du-vin.com/2025/10/41001/,41001,パルメ　ブリュットレゼルヴ/ブランドブラン　２０１８,2025-10-01,1,2,
111,パルメ ブランドブラン 2018,パルメ　ブランドブラン　２０１８,10120,￥１０，１２０(税込),税込,,http://charme-du-vin.com/2025/10/41001/,41001,パルメ　ブリュットレゼルヴ/ブランドブラン　２０１８,2025-10-01,2,2,
112,ボランジェ PN VZ 16,ボランジェ　ＰＮ　ＶＺ　１６,9900,"￥９,９００（税込）",税込,,http://charme-du-vin.com/2025/09/40980/,40980,★ＳＡＬＥ★　ボランジェ　ＰＮ　ＶＺ　１６,2025-09-27,1,1,★ＳＡＬＥ★　| ボランジェ　ＰＮ　ＶＺ　１６
113,ニコラフィアット パルムドール 2008,ニコラフィアット　パルムドール　２００８,16500,"￥１６,５００（税込）",税込,,http://charme-du-vin.com/2025/09/40978/,40978,★ＳＡＬＥ★　ニコラフィアット　パルムドール　２００８,2025-09-27,1,1,★ＳＡＬＥ★　| ニコラフィアット　パルムドール　２００８
114,ランソン ブリュット ヴィンテージ 2009,ランソン　ブリュット　ヴィンテージ　２００９,7150,"￥７,１５０（税込）",税込,,http://charme-du-vin.com/2025/09/40976/,40976,★ＳＡＬＥ★　ランソン　ブリュット　ヴィンテージ　２００９　/　ノーブルキュヴェ　ブランドブラン　２０００,2025-09-27,1,2,★ＳＡＬＥ★　| ランソン　ブリュット　ヴィンテージ　２００９
115,ランソン ノーブルキュヴェ ブランドブラン 2000,ランソン　ノーブルキュヴェ　ブランドブラン　２０００,13200,"￥１３,２００（税込）",税込,,http://charme-du-vin.com/2025/09/40976/,40976,★ＳＡＬＥ★　ランソン　ブリュット　ヴィンテージ　２００９　/　ノーブルキュヴェ　ブランドブラン　２０００,2025-09-27,2,2,
116,ドンルイナール ブランドブラン EXブリュット 2010,ドンルイナール　ブランドブラン　ＥＸブリュット　２０１０,27500,"￥２７,５００（税込）",税込,,http://charme-du-vin.com/2025/09/40969/,40969,★ＳＡＬＥ★　ドンルイナール　ブランドブラン　ＥＸブリュット　２０１０　/　ブランドブラン　２００７,2025-09-27,1,2,★ＳＡＬＥ！！★　| ドンルイナール　ブランドブラン　ＥＸブリュット　２０１０
117,ドンルイナール ブランドブラン 2007,ドンルイナール　ブランドブラン　２００７,26400,"￥２６,４００（税込）",税込,,http://charme-du-vin.com/2025/09/40969/,40969,★ＳＡＬＥ★　ドンルイナール　ブランドブラン　ＥＸブリュット　２０１０　/　ブランドブラン　２００７,2025-09-27,2,2,
118,パイパーエドシック ブリュット 750ml,パイパーエドシック　ブリュット　７５０ｍｌ,5390,￥５，３９０(税込),税込,,http://charme-du-vin.com/2025/09/40895/,40895,パイパーエドシック　ブリュット　７５０ｍｌ,2025-09-22,1,1,
119,サロン 15,サロン　１５,149600,￥１４９，６００(税込),税込,,http://charme-du-vin.com/2025/09/40795/,40795,サロン　１５,2025-09-12,1,1,
120,テタンジェ コントドシャンパーニュ 05,テタンジェ　コントドシャンパーニュ　０５,31900,￥３１，９００(税込),税込,,http://charme-du-vin.com/2025/09/40704/,40704,テタンジェ　コントドシャンパーニュ　０５/ルイロデレール　ブリュットナチュール　１５,2025-09-05,1,2,
121,ルイロデレール ブリュットナチュール 15,ルイロデレール　ブリュットナチュール　１５,15950,￥１５，９５０(税込),税込,,http://charme-du-vin.com/2025/09/40704/,40704,テタンジェ　コントドシャンパーニュ　０５/ルイロデレール　ブリュットナチュール　１５,2025-09-05,2,2,
122,ヴァンサンクーシュ クロエ エキストラブリュ,ヴァンサンクーシュ　クロエ　エキストラブリュ,7040,￥７，０４０(税込),税込,,http://charme-du-vin.com/2025/09/40680/,40680,ヴァンサンクーシュ　クロエ　エキストラブリュ,2025-09-04,1,1,
123,アンリジロー パーペチュアルリザーヴ PR20/90,アンリジロー　パーペチュアルリザーヴ　ＰＲ２０/９０,31900,￥３１，９００(税込),税込,,http://charme-du-vin.com/2025/07/40110/,40110,アンリジロー　パーペチュアルリザーヴ　ＰＲ２０/９０,2025-07-09,1,1,
124,カゼ ティボー ナチュレルマン,カゼ　ティボー　ナチュレルマン,7920,￥７，９２０(税込),税込,,http://charme-du-vin.com/2025/07/40107/,40107,カゼ　ティボー　ナチュレルマン,2025-07-09,1,1,
125,ボランジェ グランダネ 15 箱なし,ボランジェ　グランダネ　１５　箱なし,25300,￥２５，３００(税込),税込,,http://charme-du-vin.com/2025/07/40094/,40094,ボランジェ　グランダネ　１５　箱なし/ゴッセ　グランレゼルヴ　４００周年記念ラベル,2025-07-09,1,2,
126,ゴッセ グランレゼルヴ 400周年記念ラベル,ゴッセ　グランレゼルヴ　４００周年記念ラベル,7040,￥７，０４０(税込),税込,,http://charme-du-vin.com/2025/07/40094/,40094,ボランジェ　グランダネ　１５　箱なし/ゴッセ　グランレゼルヴ　４００周年記念ラベル,2025-07-09,2,2,
127,エグリウーリエ レ プレミス,エグリウーリエ　レ　プレミス,12650,"￥１２,６５０（税込）",税込,,http://charme-du-vin.com/2025/07/40063/,40063,エグリウーリエ　レ　プレミス / エクストラブリュット　グランクリュ　ＶＰ,2025-07-04,1,2,
128,エグリウーリエ エクストラブリュット グランクリュ VP,エグリウーリエ　エクストラブリュット　グランクリュ　ＶＰ,28600,"￥２８,６００（税込）",税込,,http://charme-du-vin.com/2025/07/40063/,40063,エグリウーリエ　レ　プレミス / エクストラブリュット　グランクリュ　ＶＰ,2025-07-04,2,2,
129,クランデスタン オストラル 22,クランデスタン　オストラル　２２,12650,￥１２，６５０(税込),税込,,http://charme-du-vin.com/2025/07/40021/,40021,クランデスタン　オストラル　２２,2025-07-02,1,1,
130,アンリオ キュヴェ エメラ 08,アンリオ　キュヴェ　エメラ　０８,29700,￥２９，７００(税込),税込,,http://charme-du-vin.com/2025/06/39993/,39993,アンリオ　キュヴェ　エメラ　０８,2025-06-26,1,1,
131,ピエールモンキュイ ブランドブラン ユーグドクルメ,ピエールモンキュイ　ブランドブラン　ユーグドクルメ,7370,￥７，３７０(税込),税込,,http://charme-du-vin.com/2025/06/39985/,39985,ピエールモンキュイ　ブランドブラン　ユーグドクルメ/デロス　ブランドブラン,2025-06-26,1,2,
132,ピエールモンキュイ デロス ブランドブラン,ピエールモンキュイ　デロス　ブランドブラン,7590,￥７，５９０(税込),税込,,http://charme-du-vin.com/2025/06/39985/,39985,ピエールモンキュイ　ブランドブラン　ユーグドクルメ/デロス　ブランドブラン,2025-06-26,2,2,
133,ペリエジュエベルエポック 2008 3L,ペリエジュエベルエポック　２００８　３Ｌ,107800,￥１０７，８００(税込),税込,,http://charme-du-vin.com/2025/06/39980/,39980,ペリエジュエベルエポック　２００８　３Ｌ,2025-06-24,1,1,
134,ボランジェ PN VZ19 750ml,ボランジェ　ＰＮ　ＶＺ１９　７５０ｍｌ,14300,￥１４，３００(税込),税込,,http://charme-du-vin.com/2025/06/39899/,39899,ボランジェ　ＰＮ　ＶＺ１９　７５０ｍｌ,2025-06-18,1,1,
135,ボランジェ PN VZ19 1500ml,ボランジェ　ＰＮ　ＶＺ１９　１５００ｍｌ,29700,￥２９，７００(税込),税込,,http://charme-du-vin.com/2025/06/39894/,39894,ボランジェ　ＰＮ　ＶＺ１９　１５００ｍｌ,2025-06-18,1,1,
136,バロンドロスチャイルド ブリュット 1.5L,バロンドロスチャイルド　ブリュット　１．５Ｌ,15950,￥１５，９５０(税込),税込,,http://charme-du-vin.com/2025/06/39866/,39866,バロンドロスチャイルド　ブリュット　１．５Ｌ,2025-06-16,1,1,
